基金代码,基金简称,日期,日增长率,近一周,近一月,近三月,近六月,近一年,近2年,近3年,今年来,成立来
003504,景顺长城景颐丰利债券A,2022-02-18,0.25,-1.39,-2.02,0.42,3.31,5.93,6.28,11.78,-2.75,21.99
519186,万家稳健增利债券A,2022-02-18,0.14,-0.72,-0.11,1.83,3.31,6.57,7.79,13.07,0.35,97.54
006210,东方臻宝纯债债券A,2022-02-18,0,0.03,0.49,1.80,3.31,7.44,6.42,303.63,1.01,315.45
006005,诺安鼎利混合A,2022-02-18,0.12,-0.53,-0.65,1.81,3.31,5.55,3.55,,-0.47,22.42
001480,财通成长优选混合,2022-02-18,1.79,-1.80,6.42,6.42,3.30,10.70,54.38,193.90,7.61,150.40
005069,长信富民纯债一年定开债A,2022-02-18,,-0.02,0.37,1.34,3.30,9.26,9.23,13.31,0.52,18.62
008791,招商安华债券A,2022-02-18,0.10,0.13,-0.30,1.20,3.30,6.54,,,-0.05,14.84
010689,招商瑞德一年持有期混合C,2022-02-18,0.18,0.23,-0.44,0.80,3.30,4.96,,,-0.10,5.19
011049,天弘恒新混合C,2022-02-18,0.43,-0.41,-0.73,1.05,3.30,,,,-1.10,3.23
002778,新疆前海联合新思路混合A,2022-02-18,0.33,0.53,-0.46,1.07,3.29,-1.50,42.22,60.87,-1.18,50.90
004597,南方银行ETF联接A,2022-02-18,1.27,-1.08,3.38,6.60,3.29,-4.59,21.21,38.53,7.61,37.66
011649,易方达逆向投资混合A,2022-02-18,0.53,1.03,-2.84,-3.49,3.29,,,,-6.89,10.80
011193,广发恒荣三个月持有期混合C,2022-02-18,0.10,0.38,-1.16,0.94,3.29,,,,-0.91,3.29
004888,财通资管鑫逸混合A,2022-02-18,0.23,-0.38,-1.09,0.88,3.29,7.84,20.06,45.79,-1.76,43.11
110018,易方达增强回报债券B,2022-02-18,0.07,-0.29,0.22,2.22,3.28,2.94,17.27,31.48,0.52,208.89
004045,金鹰添润定开债,2022-02-18,-0.02,0.05,0.66,2.71,3.28,7.24,8.41,12.48,1.45,23.82
004319,国寿安保尊裕优化回报债券C,2022-02-18,0.10,-0.19,-0.86,1.36,3.28,2.16,3.36,8.25,0.10,13.81
161232,国投瑞银瑞盛混合(LOF),2022-02-18,0.29,-0.57,-4.41,-0.14,3.28,-1.56,55.15,131.94,-7.78,38.70
009240,泰康蓝筹优势一年持有股票,2022-02-18,1.13,2.32,-1.73,-2.25,3.28,-20.75,,,-4.48,6.52
012069,天弘安康颐享12个月持有A,2022-02-18,0.35,-0.54,-0.54,1.72,3.28,,,,-0.76,4.82
004279,国寿安保稳荣混合A,2022-02-18,0.07,-0.07,-0.27,1.54,3.27,4.19,24.51,34.27,-0.16,47.18
006851,平安中短债债券E,2022-02-18,0.02,0.03,0.47,1.49,3.27,7.30,8.38,13.89,0.88,14.69
006650,招商安庆债券,2022-02-18,0.89,-0.43,-0.02,4.38,3.27,8.97,14.48,24.25,1.49,24.09
010070,方正富邦ESG主题投资混合A,2022-02-18,0.50,0.30,-2.90,-2.38,3.27,-6.03,,,-4.98,8.31
970020,信达价值精选A,2022-02-18,0.88,-0.27,-1.25,1.21,3.27,,,,0.72,9.29
970021,信达价值精选B,2022-02-18,0.88,-0.27,-1.25,1.21,3.27,,,,0.72,9.29
470059,汇添富可转换债券C,2022-02-18,0.53,-2.31,-4.23,-2.61,3.26,3.93,28.84,61.61,-7.44,137.72
002971,前海开源鼎安债券A,2022-02-18,0,0.08,-1.26,-0.15,3.26,6.73,18.93,29.32,-1.99,33.20
004549,富安达消费主题混合,2022-02-18,0.97,-0.86,-1.65,-0.31,3.26,-5.68,32.34,94.67,-3.63,77.91
002273,泰达宏利创益混合B,2022-02-18,0.48,-0.71,-2.43,-1.35,3.25,5.85,19.70,37.28,-2.04,65.98
003346,安信新成长混合C,2022-02-18,0.31,0.26,-0.15,2.20,3.25,3.11,20.01,29.99,-0.08,44.49
009133,汇安嘉利混合A,2022-02-18,0.12,-0.14,-0.86,-0.17,3.25,5.58,,,-1.37,12.52
011129,华安精致生活混合C,2022-02-18,0.36,0.30,-2.03,-5.61,3.25,,,,-5.60,28.79
002138,泓德裕泰债券A,2022-02-18,0.04,0.26,1.07,2.17,3.25,8.01,3.56,17.48,1.36,35.92
001405,东方红策略精选混合A,2022-02-18,0.22,-0.02,0.04,1.85,3.24,5.14,18.71,33.67,0.09,58.75
002490,金鹰元祺信用债,2022-02-18,0.18,-0.94,-1.21,1.26,3.24,9.40,19.19,30.68,-0.83,50.44
004975,交银恒益灵活配置混合A,2022-02-18,0.13,-0.01,-0.18,1.16,3.24,5.73,24.09,42.33,-0.12,38.09
006584,中信保诚景泰债券C,2022-02-18,0.09,-0.22,-0.71,0.68,3.24,6.57,8.82,16.75,-0.62,17.29
012252,安信宏盈18个月持有混合,2022-02-18,0.28,-0.10,0.42,1.72,3.24,,,,0.44,3.19
000107,富国稳健增强债券A/B,2022-02-18,0.08,0,0.16,1.77,3.23,8.41,11.34,21.32,0.64,77.70
000553,中加纯债一年C,2022-02-18,,0.09,0.72,1.63,3.23,5.73,7.48,13.49,1.18,63.30
217002,招商安泰平衡混合,2022-02-18,1.90,-0.52,1.05,8.91,3.23,5.80,49.35,86.55,3.74,569.65
673120,西部利得新富混合A,2022-02-18,0.78,1.51,1.72,-0.51,3.23,-11.90,50.54,81.72,-4.70,94.80
009500,国寿安保高股息混合A,2022-02-18,1.07,-0.23,-1.24,5.19,3.23,-3.68,,,0.22,2.53
011198,交银施罗德鑫选回报混合A,2022-02-18,0.17,-0.05,0.11,1.60,3.23,,,,-0.05,4.13
012437,德邦价值优选混合A,2022-02-18,1.23,-0.48,0.31,4.42,3.23,,,,0.47,3.22
001993,博时裕泰纯债债券,2022-02-18,-0.02,0.03,0.45,1.88,3.22,7.21,10.01,16.32,0.97,36.37
006211,东方臻宝纯债债券C,2022-02-18,0,0.03,0.46,1.75,3.22,7.30,6.20,14.33,0.98,17.84
020018,国泰金鹿混合,2022-02-18,2.20,0.04,-2.77,2.62,3.21,-3.19,57.05,99.95,-3.67,237.24
161723,招商中证银行指数A,2022-02-18,1.22,-1.06,3.19,6.44,3.21,-4.95,20.17,36.21,7.28,42.05
673040,西部利得行业主题优选混合A,2022-02-18,0.15,0.56,-0.96,0.98,3.21,4.25,42.07,74.71,-1.65,96.20
519682,交银增利债券C,2022-02-18,0.09,-0.53,-0.23,1.24,3.21,8.23,11.36,17.96,-0.16,113.82
004280,国寿安保稳荣混合C,2022-02-18,0.06,-0.07,-0.28,1.51,3.21,4.08,24.25,33.84,-0.18,46.42
007712,中银康享3个月定期开放债券,2022-02-18,,-0.13,0.29,1.60,3.21,7.35,11.74,,0.37,15.51
009860,易方达中证银行指数(LOF)C,2022-02-18,1.23,-1.05,3.19,6.37,3.21,-5.12,,,7.29,17.66
003310,兴业启元一年定开债C,2022-02-18,0.03,-0.07,0.40,1.54,3.20,7.60,9.47,13.86,0.51,21.11
005295,诺德天富灵活配置混合,2022-02-18,0.83,0.21,-2.23,1.67,3.20,0.69,31.99,53.93,-2.96,41.48
007268,山西证券裕睿6个月定开债A,2022-02-18,,0.05,0.15,1.76,3.20,5.82,10.16,,0.40,14.47
008508,中融聚锦一年定开债券,2022-02-18,0.03,0.05,0.57,1.81,3.20,7.30,,,1.09,9.92
010071,方正富邦ESG主题投资混合C,2022-02-18,0.50,0.30,-2.91,-2.42,3.20,-6.17,,,-5,8.12
010436,富国双债增强债券C,2022-02-18,0.32,0.02,0.15,2.14,3.20,9.50,,,0.78,9.05
011220,南方匠心优选股票A,2022-02-18,0.94,0.82,-2.11,-2.71,3.20,-24.65,,,-4.13,-19.68
540001,汇丰晋信2016周期混合,2022-02-18,0.08,-0.36,-0.10,1.39,3.19,6.22,8.97,15.58,0.26,241.49
002018,鹏华弘安混合A,2022-02-18,0.11,0.28,-0.84,1.07,3.19,4.79,14.54,31.34,-1.40,47.32
005811,南方瑞祥一年混合C,2022-02-18,0.93,0.78,-2.16,-2.77,3.19,-23.62,41.04,81.49,-4.23,80.02
004889,财通资管鑫逸混合C,2022-02-18,0.23,-0.38,-1.12,0.82,3.18,7.62,19.57,44.90,-1.79,41.73
011052,鹏华弘裕一年持有期混合A,2022-02-18,0.11,0.38,-0.42,1.29,3.18,4.83,,,-0.40,4.84
160631,鹏华银行A,2022-02-18,1.27,-0.95,3.18,6.46,3.18,-5.81,15.21,23.03,7.23,19.35
011199,交银施罗德鑫选回报混合C,2022-02-18,0.17,-0.05,0.10,1.58,3.18,,,,-0.06,4.05
000546,兴业定开债A,2022-02-18,,-0.09,0.44,1.58,3.17,6.86,9.78,16.38,0.62,61.50
004063,华夏恒融债券,2022-02-18,-0.02,0.05,0.35,2.19,3.17,5.30,8.85,15.02,1.01,24.13
673043,西部利得行业主题优选混合C,2022-02-18,0.16,0.58,-0.89,0.93,3.16,4.09,41.87,74.24,-1.69,92.85
168205,中融中证银行指数(LOF),2022-02-18,1.24,-1.04,3.16,6.43,3.16,-6.01,21.85,34.77,7.13,24.93
011527,博时恒悦6个月持有混合A,2022-02-18,0.15,-0.87,-1.96,-1.95,3.16,,,,-2.92,9.94
012042,鹏华银行C,2022-02-18,1.30,-0.98,3.16,6.52,3.16,,,,7.20,1.30
485114,工银添颐债券A,2022-02-18,0.41,-0.59,-1.50,0.64,3.15,9.53,24.78,30.92,-2.32,168.90
485007,工银添利债券B,2022-02-18,0.05,-0.07,0.21,2,3.15,10.89,7.62,14.38,0.67,114.84
003426,江信添福C,2022-02-18,0,-0.01,0.48,1.75,3.15,6.98,18.16,23.01,0.94,29.68
005970,国泰消费优选股票,2022-02-18,0.37,-0.04,-7.41,-3.72,3.15,-13.89,30.23,69.43,-9.47,69.38
008792,招商安华债券C,2022-02-18,0.09,0.12,-0.32,1.12,3.15,6.21,,,-0.10,14.18
970025,华安证券聚赢一年持有B,2022-02-18,0.08,-0.11,0.20,1.41,3.15,,,,0.54,6.45
001802,易方达瑞财混合I,2022-02-18,0.27,-0.09,0.46,1.65,3.14,8.32,14.58,23.72,0.64,47.17
002938,中银证券健康产业混合,2022-02-18,1.47,2.84,-10.73,1.91,3.14,10.28,77.68,129.08,-10.82,98.15
009006,创金合信鑫祺混合C,2022-02-18,0.06,0.38,-0.71,1.06,3.14,6.71,,,-0.83,27.26
009019,西部利得聚泰18个月定开债C,2022-02-18,0.14,-0.17,0.13,1.45,3.14,9.44,,,0.58,10.44
009726,招商中证500等权重指数增强A,2022-02-18,1.30,1.47,-3.16,1.50,3.14,21.95,,,-3.30,26.10
530010,建信上证社会责任ETF联接,2022-02-18,1.26,-0.07,0.21,3.84,3.13,-1.93,31.84,57.33,1.28,170.17
003900,交银瑞鑫定开混合,2022-02-18,0.24,0.05,-0.27,1.13,3.13,5.77,31.91,47.85,-0.19,67
010431,招商安阳债券C,2022-02-18,0.21,-0.03,-0.01,2.97,3.13,7.25,,,0.75,8.87
000104,华宸未来稳健添利债券A,2022-02-18,0.01,0.10,0.30,1.52,3.12,6.30,6.74,11.99,0.62,46.24
001499,国投瑞银新增长混合A,2022-02-18,0.30,-0.27,0.02,1.54,3.12,5.64,30.26,55.03,0.18,85.53
519955,长信富民纯债一年定开债C,2022-02-18,,-0.03,0.33,1.23,3.12,8.85,8.40,11.99,0.46,27.33
004149,博时鑫惠混合A,2022-02-18,0.12,-0.15,-0.50,1.93,3.12,4.86,20.89,35.55,-0.58,43.76
006242,宝盈盈润纯债债券,2022-02-18,0.01,0.05,0.52,1.65,3.12,7.52,10.09,,0.94,13.89
008763,天弘越南市场股票(QDII)A,2022-02-17,0.90,-1.02,5.12,1.44,3.12,39.30,64.91,,0.80,64.51
001122,鹏华弘利混合A,2022-02-18,0.10,0.31,-0.47,1.28,3.11,5.91,17.88,35.25,-0.80,58.98
006879,华安智能生活混合A,2022-02-18,0.30,0.78,-4.36,-7.15,3.11,7.78,27.91,,-7.74,140.94
008712,景顺长城品质成长混合,2022-02-18,-0.11,1.33,-1.30,-0.65,3.11,-16.22,38.16,,-5.02,39.36
519768,交银优选回报灵活配置混合A,2022-02-18,0.21,0.07,-0.14,1.18,3.10,5.48,24.30,34.96,-0.07,54.70
002651,东方红汇利债券A,2022-02-18,0.15,-0.04,0.10,1.47,3.10,4.05,11.64,19.69,0.35,38.78
519187,万家稳健增利债券C,2022-02-18,0.13,-0.73,-0.14,1.73,3.10,6.13,6.93,11.72,0.29,88.26
002118,广发安盈混合A,2022-02-18,0,0.07,-0.07,0.79,3.10,3.44,32.18,54.90,-0.20,53.20
011390,华安添祥6个月持有混合,2022-02-18,0.21,0.47,-1.47,-0.60,3.10,,,,-1.69,4.30
000310,安信永利信用A,2022-02-18,0,-0.08,0.23,1.72,3.09,10.17,12.85,20.82,0.46,79.15
519770,交银优择回报灵活配置混合A,2022-02-18,0.21,0.14,-0.21,1.13,3.09,5.29,23.30,34.02,-0.14,53.82
004598,南方银行ETF联接C,2022-02-18,1.27,-1.08,3.34,6.49,3.09,-4.98,20.25,36.89,7.54,35.14
012547,南方银行ETF联接E,2022-02-18,1.28,-1.08,3.35,6.49,3.09,,,,7.55,-2
010916,交银臻选回报混合,2022-02-18,0.20,0.06,-0.33,1.16,3.09,5.41,,,-0.26,7.93
290009,泰信周期回报债券,2022-02-18,-0.09,-0.09,-0.35,2.99,3.08,5.37,7.33,10.91,1.88,71.23
000187,华泰柏瑞丰盛纯债债券A,2022-02-18,-0.01,0.05,0.42,1.72,3.08,7.63,8.97,14.07,0.80,57.67
010353,南方崇元纯债A,2022-02-18,-0.03,0.03,0.54,1.95,3.08,,,,0.89,6.65
011650,易方达逆向投资混合C,2022-02-18,0.53,1.02,-2.88,-3.59,3.08,,,,-6.94,10.41
002139,泓德裕泰债券C,2022-02-18,0.04,0.26,1.04,2.08,3.07,7.64,2.91,16.40,1.32,32.21
004150,博时鑫惠混合C,2022-02-18,0.12,-0.15,-0.51,1.90,3.07,4.75,20.65,35.29,-0.59,43.06
006708,永赢宏益债券C,2022-02-18,0,0.05,0.42,1.83,3.07,6.87,11.03,15.84,0.84,16.91
007326,国投瑞银新增长混合C,2022-02-18,0.30,-0.27,0.01,1.52,3.07,5.54,30.01,,0.17,51.85
009501,国寿安保高股息混合C,2022-02-18,1.08,-0.24,-1.27,5.11,3.07,-3.97,,,0.18,2.10
012070,天弘安康颐享12个月持有C,2022-02-18,0.35,-0.55,-0.57,1.63,3.07,,,,-0.81,4.53
121012,国投瑞银优化增强债券A/B,2022-02-18,0.06,-0.17,-0.67,1.36,3.06,4.51,14.65,22.95,-0.94,127.86
000708,华安安享混合,2022-02-18,0.17,-0.08,0.25,2.04,3.06,4.54,12.53,18,0.42,38.41
519769,交银优选回报灵活配置混合C,2022-02-18,0.28,0.14,-0.14,1.12,3.06,5.31,23.78,34.23,-0.07,53.05
002972,前海开源鼎安债券C,2022-02-18,0,0.15,-1.20,-0.23,3.06,6.32,18.09,28.38,-2.02,31.20
002925,广发集源债券A,2022-02-18,0.33,-0.06,0.51,0.80,3.06,4.53,12.54,16.85,0.38,29.19
000212,泰信鑫益定期开放A,2022-02-18,,0.08,0.55,1.83,3.06,6.49,8.85,13.49,0.71,49.09
002019,鹏华弘安混合C,2022-02-18,0.11,0.27,-0.84,1.01,3.06,4.50,13.88,30.29,-1.41,44.50
000142,融通增强收益债券A,2022-02-18,0.29,-0.72,-2.64,0.43,3.06,2.47,12.68,22.53,-2.93,59.83
000213,泰信鑫益定期开放C,2022-02-18,,0.16,0.48,1.87,3.05,6.20,8.12,12.30,0.64,44.19
000109,富国稳健增强债券C,2022-02-18,0.08,0.08,0.08,1.72,3.05,8.06,10.56,19.97,0.65,71.30
001522,博时新策略灵活配置混合A,2022-02-18,0.15,-0.18,-0.43,1.95,3.05,4.27,20.77,41.29,-0.44,64.39
002813,博时颐泰混合A,2022-02-18,0.09,-0.22,-0.85,0.70,3.04,6.30,10.65,23.25,-1.28,37.62
009134,汇安嘉利混合C,2022-02-18,0.12,-0.15,-0.90,-0.27,3.04,5.16,,,-1.42,11.70
001203,东方红稳健精选混合A,2022-02-18,0.24,-0.02,0.02,1.71,3.03,4.24,17.49,34.67,0.13,74.53
003073,泰达宏利汇利债券A,2022-02-18,-0.01,0.03,0.33,0.90,3.03,21.73,23.91,27.71,0.55,36.61
004250,银河量化优选混合,2022-02-18,0.69,1.89,-1.58,-0.48,3.03,13.65,62.85,118.68,-3.34,104.90
007117,华泰紫金丰泰纯债发起A,2022-02-18,-0.01,0.04,0.40,1.29,3.03,4.65,4.35,,0.67,9.64
009928,工银聚利18个月定开混合C,2022-02-18,0.47,-0.05,0.65,1.79,3.03,6.18,,,0.94,5.54
217023,招商信用增强债券A,2022-02-18,0,0,0,1.31,3.02,4.87,8.37,17.41,0.19,68.31
000556,国投瑞银新机遇灵活配置混合A,2022-02-18,0.23,-0.23,0.04,1.51,3.02,5.63,43.84,128.82,0.16,240.73
002364,华安安康灵活配置混合C,2022-02-18,0.29,0.56,-0.40,0.54,3.02,7.06,25.12,51.71,-0.82,68.28
519007,海富通强化回报混合,2022-02-18,0.37,-0.13,-0.59,2.69,3.01,1.54,23.51,35.39,0.37,180.82
006995,南方惠利6个月定开债A,2022-02-18,-0.02,0.01,0.42,1.80,3.01,7.45,9.94,,0.91,15.42
164808,工银四季收益债券(LOF),2022-02-18,0.08,-0.38,-0.04,1.54,3,7.22,9.53,15.95,0.34,106.75
001523,博时新策略灵活配置混合C,2022-02-18,0.15,-0.18,-0.43,1.92,3,4.17,20.54,40.94,-0.45,56.25
006006,诺安鼎利混合C,2022-02-18,0.13,-0.54,-0.69,1.66,3,4.93,2.32,,-0.55,20.10
519771,交银优择回报灵活配置混合C,2022-02-18,0.28,0.14,-0.21,1.12,3,5.10,22.83,33.27,-0.14,54.72
004138,上银鑫达混合,2022-02-18,0.65,-0.32,-0.93,3.71,2.99,-3.61,59.61,112.91,-2.51,118.27
005818,金元顺安沣泰定开债发起式,2022-02-18,,0.01,0.62,1.82,2.99,5.11,7.08,12.10,0.93,18.87
007640,泰达宏利永利债券,2022-02-18,-0.03,0,0.22,0.73,2.99,6.44,11.55,,0.36,13.07
003273,安信永丰定开债券A,2022-02-18,0.06,-0.31,-0.35,1.01,2.99,7.84,9.63,15.53,-0.03,17.22
001406,东方红策略精选混合C,2022-02-18,0.21,-0.04,0,1.71,2.98,4.61,17.52,31.53,0.01,47.26
001803,易方达瑞财混合E,2022-02-18,0.18,-0.18,0.37,1.57,2.98,8.03,14.04,22.87,0.55,45.28
003547,鹏华丰禄债券,2022-02-18,0,0.07,0.65,1.62,2.98,6.27,11.32,20.12,1,35.91
007269,山西证券裕睿6个月定开债C,2022-02-18,,0.04,0.11,1.64,2.98,5.38,9.27,,0.33,13.22
008578,东海祥苏短债A,2022-02-18,0.02,0.11,0.46,1.44,2.98,2.15,,,0.69,4.68
008764,天弘越南市场股票(QDII)C,2022-02-17,0.90,-1.02,5.10,1.38,2.98,38.94,64.09,,0.76,63.66
011709,中欧嘉益一年持有期混合C,2022-02-18,0.36,0.32,-8.27,-1.92,2.98,,,,-7.71,6.61
011738,华安兴安优选一年持有混合A,2022-02-18,0.48,0.53,-2.50,-1.80,2.98,,,,-3.29,5.56
460007,华泰柏瑞行业领先混合,2022-02-18,0.71,1.61,-1.56,-3.78,2.97,-1.56,46.99,150.89,-7.92,253.50
206002,鹏华精选成长混合,2022-02-18,0.10,2.16,-6.49,-2.77,2.97,-4.94,53.79,150.59,-5.15,198.20
002507,兴业定开债C,2022-02-18,,-0.09,0.36,1.53,2.97,6.45,8.93,15.07,0.63,27.48
501305,汇添富中证港股通(LOF)A,2022-02-18,0.71,-1.76,4.69,11.19,2.97,2.85,-3.42,-3.37,9.60,-9.10
005937,工银精选金融地产混合A,2022-02-18,0.96,-2.95,1.08,4,2.97,-5.95,22.39,47.10,2.89,52.81
006984,兴全恒瑞定开债券发起式,2022-02-18,0.02,0.03,0.54,1.92,2.97,5.47,8.05,,1.04,11.78
007408,鹏扬淳开债券A,2022-02-18,-0.02,0.03,0.41,1.89,2.97,5.88,8.08,,0.95,9.38
009230,鹏华安和混合A,2022-02-18,-0.04,0.41,-1.45,0.75,2.97,8.90,,,-2,19.25
001246,兴银长乐定开债,2022-02-18,0.10,0.10,0.68,1.97,2.97,7.42,10.31,16.35,1.18,42.20
202103,南方多利增强债券A,2022-02-18,0.04,-0.63,-0.57,0.65,2.96,6.30,13.14,17.76,-0.93,99.67
004788,富荣沪深300指数增强A,2022-02-18,0.32,0.99,-2.48,0.69,2.96,-6.69,92.04,158.49,-3.98,105.06
168701,合煦智远金融科技指数(LOF)A,2022-02-18,1.07,-1.81,-6.29,1.21,2.96,-0.99,,,-4.78,7.13
009667,鹏华安庆混合A,2022-02-18,-0.03,0.41,-1.47,0.55,2.96,8.23,,,-2.14,18.37
010043,天弘安康颐和混合A,2022-02-18,0.32,-0.20,-0.55,1.74,2.96,10.53,,,-1.17,12.10
011053,鹏华弘裕一年持有期混合C,2022-02-18,0.12,0.37,-0.46,1.19,2.96,4.39,,,-0.46,4.40
001123,鹏华弘利混合C,2022-02-18,0.10,0.30,-0.50,1.20,2.95,5.60,17.17,34.03,-0.84,55.24
005775,中加转型动力混合A,2022-02-18,0.70,-0.20,-1.65,0.33,2.95,8.48,65.50,132.02,-1.34,153.85
011528,博时恒悦6个月持有混合C,2022-02-18,0.15,-0.87,-2,-2.05,2.95,,,,-2.98,9.53
000277,博时双月薪定期支付债券,2022-02-18,,0.10,0.70,1.82,2.95,6.43,11.02,16.89,1.01,87.65
240018,华宝可转债债券A,2022-02-18,0.69,-4.26,-7.16,-4.57,2.94,22.79,31.54,78.46,-9.53,64.09
003938,南方荣尊混合A,2022-02-18,-0.18,0.09,-1.55,1.19,2.94,3.98,15.22,25.24,-1.82,32.42
005446,鑫元广利定开债发起式,2022-02-18,0.01,-0.04,0.58,1.97,2.94,6.94,9.14,14.65,0.98,25.54
008170,博时富添纯债债券,2022-02-18,0,2.19,2.24,2.61,2.94,4.06,5.52,,2.36,6.27
013203,恒生前海恒祥纯债债券C,2022-02-18,0,0.04,0.44,1.95,2.94,,,,0.73,2.97
005426,光大尊丰纯债定开债,2022-02-18,-0.02,-0.02,0.70,2.17,2.93,6.05,7.06,,1.05,10.26
008134,鹏华优选价值股票,2022-02-18,0.08,-0.83,-1.16,0.93,2.93,3.62,25.97,,-1.70,25.53
110008,易方达稳健收益债券B,2022-02-18,0.24,-0.23,0.04,1.75,2.92,6.74,13.96,26.57,0.06,227.85
161216,国投瑞银双债债券(LOF)A,2022-02-18,0.08,-0.42,-0.08,0.97,2.92,7.42,11.07,20.88,-0.08,122.49
002119,广发安盈混合C,2022-02-18,0,0.07,-0.07,0.66,2.92,2.99,31.14,53.13,-0.26,51.60
008207,国泰合融纯债债券,2022-02-18,0,0.08,0.49,1.71,2.92,5.51,7.87,,0.90,8.88
006959,浦银中债3-5年农发债指数A,2022-02-18,-0.04,0.04,0.41,2.08,2.92,6.21,,,0.89,7.20
007884,易方达恒盛3个月定开混合,2022-02-18,0.21,-0.01,0.36,1.77,2.91,8.35,18.04,,0.70,20.55
009045,浦银安盛盛智一年定开债券,2022-02-18,,-0.04,0.91,2.42,2.91,4.66,,,1.09,4.11
002652,东方红汇利债券C,2022-02-18,0.15,-0.05,0.06,1.37,2.90,3.64,10.76,18.21,0.28,35.52
003026,安信新价值混合A,2022-02-18,0.77,1.13,-0.09,-0.35,2.90,0.60,10.21,28.82,-1.07,60.60
004789,富荣沪深300指数增强C,2022-02-18,0.32,0.99,-2.49,0.66,2.90,-6.79,91.65,157.69,-4,104.17
009285,泰康招泰尊享一年持有期混合A,2022-02-18,0.23,-0.11,-0.64,1.47,2.90,1.01,,,-0.68,7.22
002795,平安惠盈纯债A,2022-02-18,0,0,0.44,1.79,2.89,6.65,7.66,12.94,0.80,23.86
006549,国金惠盈纯债A,2022-02-18,-0.09,0.02,0.26,2.19,2.89,6.74,5.73,,0.77,13.92
008529,汇安信利债券A,2022-02-18,0.06,-0.08,-0.81,-0.03,2.89,4.85,,,-1.16,11.92
008579,东海祥苏短债C,2022-02-18,0.01,0.10,0.45,1.41,2.89,2.04,,,0.68,4.29
008850,景顺长城价值稳进定开混合,2022-02-18,0.17,-0.37,0.53,1.51,2.89,-3.44,,,-0.33,12.50
011221,南方匠心优选股票C,2022-02-18,0.95,0.81,-2.16,-2.86,2.89,-25.11,,,-4.21,-20.18
012330,广发集优9个月持有期债券A,2022-02-18,0.05,-0.17,-0.38,0.61,2.89,,,,-0.54,4.44
006119,银华中证央企结构调整ETF联接,2022-02-18,0.95,0.24,-2.77,-0.24,2.89,6.23,30.27,25.28,-4.87,26.58
485014,工银添颐债券B,2022-02-18,0.36,-0.67,-1.56,0.52,2.89,9.02,23.70,29.21,-2.43,152.60
000335,安信永利信用C,2022-02-18,0,-0.16,0.23,1.66,2.88,9.74,12.04,19.55,0.47,73.44
003274,安信永丰定开债券C,2022-02-18,0.06,-0.31,-0.37,0.96,2.88,7.62,9.19,14.85,-0.06,15.93
675161,西部利得汇盈债券A,2022-02-18,0,0.03,0.53,1.39,2.88,6.14,9.88,13.97,0.90,19.18
007118,华泰紫金丰泰纯债发起C,2022-02-18,-0.01,0.04,0.37,1.22,2.88,4.34,3.58,,0.63,8.57
010354,南方崇元纯债C,2022-02-18,-0.03,0.02,0.49,1.85,2.88,,,,0.83,6.27
003074,泰达宏利汇利债券C,2022-02-18,-0.01,0.03,0.30,0.82,2.88,7.98,9.68,12.70,0.51,20.85
202009,南方盛元红利混合,2022-02-18,0.84,1,-2.23,-0.57,2.87,-9.26,70.57,132.52,-5.07,172.29
001124,融通增强收益债券C,2022-02-18,0.29,-0.73,-2.66,0.34,2.87,2.10,11.90,21.03,-2.97,30.52
002723,江信祺福A,2022-02-18,0.14,-0.24,-0.78,0.93,2.87,3.08,12.33,23.12,-1.29,31.65
008661,嘉实致融一年定期债券,2022-02-18,,0.07,0.49,1.63,2.87,6.55,8.77,,0.77,9.59
161029,富国中证银行指数(LOF)A,2022-02-18,1.22,-1.04,3.18,6.06,2.86,-4.66,22.81,36.41,7,45.22
006961,南方7-10年国开债A,2022-02-18,-0.11,-0.05,-0.11,2,2.86,7.94,8.65,,0.40,15.90
007213,华安安平6个月定开债,2022-02-18,0,0.06,0.45,1.48,2.86,6.85,8.43,,0.92,12.69
012126,泰达宏利新能源股票A,2022-02-18,-0.97,9.09,-4.48,-16.89,2.86,,,,-9.17,28.94
006960,浦银中债3-5年农发债指数C,2022-02-18,-0.04,0.03,0.40,2.05,2.86,6.08,,,0.89,7.03
012603,富安达富利纯债C,2022-02-18,-0.04,0.03,1.73,2.45,2.86,,,,2.01,3.69
100072,富国强回报定开债A/B,2022-02-18,0,-0.06,0.34,1.67,2.85,6.37,9,17.15,0.74,81.81
004230,永赢添益债券,2022-02-18,-0.01,0.02,0.36,1.92,2.85,6.55,8.54,14.16,0.71,27.56
002926,广发集源债券C,2022-02-18,0.33,-0.07,0.48,0.69,2.85,4.11,11.64,15.64,0.33,27.43
000188,华泰柏瑞丰盛纯债债券C,2022-02-18,-0.02,0.03,0.38,1.60,2.85,7.17,8.09,12.66,0.74,52.84
005596,建信战略精选灵活配置混合A,2022-02-18,0.99,1.10,-2.38,1.56,2.85,-5.49,62.57,162.32,-2.08,127.43
005669,前海开源公用事业股票,2022-02-18,-1.59,-0.24,-10.08,-11.29,2.85,73.15,188.29,195.04,-17.75,199.85
008939,华泰紫金月月购3月滚动债A,2022-02-18,0.07,-0.35,-0.42,1.04,2.85,5.83,,,-0.40,6.85
010044,天弘安康颐和混合C,2022-02-18,0.32,-0.21,-0.57,1.69,2.85,10.31,,,-1.20,11.83
